Eagles,0,10,0,7,17,Giants,0,3,0,7,10,201111
Chiefs,3,0,0,0,3,Patriots,0,10,17,7,34,201111
Packers,0,7,17,3,27,Lions,0,0,0,15,15,201112
Dolphins,3,3,10,3,19,Cowboys,0,10,0,10,20,201112
49ers,3,0,3,0,6,Ravens,3,3,0,10,16,201112
Vikings,0,0,7,7,14,Falcons,7,10,0,7,24,201112
Browns,7,10,3,0,20,Bengals,7,0,10,6,23,201112
Buccaneers,3,7,7,0,17,Titans,7,3,0,13,23,201112
Panthers,3,7,7,10,27,Colts,0,10,3,6,19,201112
Cardinals,3,0,17,3,23,Rams,7,3,0,10,20,201112
Bills,7,7,7,3,24,Jets,0,14,7,7,28,201112
Texans,7,13,0,0,20,Jaguars,7,3,0,3,13,201112
Bears,0,7,0,13,20,Raiders,6,6,6,7,25,201112
Redskins,7,0,0,16,23,Seahawks,0,7,3,7,17,201112
Patriots,7,17,7,7,38,Eagles,10,3,0,7,20,201112
Broncos,0,7,3,3,3,16,Chargers,3,7,3,0,0,13,201112
Steelers,0,13,0,0,13,Chiefs,3,3,0,3,9,201112
Giants,0,3,7,14,24,Saints,0,21,14,14,49,201112
Eagles,0,7,0,7,14,Seahawks,7,10,7,7,31,201113
Titans,10,7,3,3,23,Bills,7,3,0,7,17,201113
Chiefs,0,7,3,0,10,Bears,0,3,0,0,3,201113
Raiders,0,0,0,14,14,Dolphins,6,7,21,0,34,201113
Broncos,7,0,14,14,35,Vikings,5,10,7,10,32,201113
Colts,0,3,0,21,24,Patriots,3,14,14,0,31,201113
Bengals,0,7,0,0,7,Steelers,0,28,7,0,35,201113
Panthers,14,10,7,7,38,Buccaneers,3,9,0,7,19,201113
Jets,7,3,3,21,34,Redskins,7,6,0,6,19,201113
Falcons,0,3,7,0,10,Texans,3,7,0,7,17,201113
Ravens,0,10,7,7,24,Browns,0,0,3,7,10,201113
Packers,7,14,7,10,38,Giants,10,7,7,11,35,201113
Cowboys,0,10,3,0,0,13,Cardinals,3,0,3,7,6,19,201113
Rams,0,0,0,0,0,49ers,3,6,10,7,26,201113
Lions,0,7,10,0,17,Saints,3,21,0,7,31,201113
Chargers,10,14,7,7,38,Jaguars,0,14,0,0,14,201113
Browns,3,0,0,0,3,Steelers,7,0,0,7,14,201114
Texans,3,0,7,10,20,Bengals,6,10,3,0,19,201114
Vikings,7,7,7,7,28,Lions,21,10,0,3,34,201114
Saints,3,3,3,13,22,Titans,0,3,7,7,17,201114
Eagles,0,24,0,2,26,Dolphins,7,0,3,0,10,201114
Chiefs,3,0,0,7,10,Jets,7,21,7,2,37,201114
Patriots,14,6,14,0,34,Redskins,10,10,7,0,27,201114
Falcons,7,0,10,14,31,Panthers,7,16,0,0,23,201114
Buccaneers,7,7,0,0,14,Jaguars,0,28,0,13,41,201114
Colts,0,3,0,7,10,Ravens,10,7,7,0,24,201114
Bears,0,0,7,3,0,10,Broncos,0,0,0,10,3,13,201114
49ers,3,9,7,0,19,Cardinals,0,7,7,7,21,201114
Raiders,0,0,7,9,16,Packers,14,17,12,3,46,201114
Bills,0,0,10,0,10,Chargers,7,9,14,7,37,201114
Giants,5,10,7,15,37,Cowboys,7,10,3,14,34,201114
Rams,0,3,3,7,13,Seahawks,10,0,10,10,30,201114
Jaguars,0,0,7,7,14,Falcons,10,17,14,0,41,201115
Cowboys,14,14,3,0,31,Buccaneers,0,0,15,0,15,201115
Dolphins,0,13,7,10,30,Bills,7,0,0,16,23,201115
Seahawks,7,0,17,14,38,Bears,7,7,0,0,14,201115
Titans,0,6,0,7,13,Colts,3,0,14,10,27,201115
Packers,0,0,7,7,14,Chiefs,6,0,3,10,19,201115
Bengals,3,0,10,7,20,Rams,0,6,0,7,13,201115
Saints,7,14,14,7,42,Vikings,3,10,0,7,20,201115
Redskins,3,14,3,3,23,Giants,0,3,0,7,10,201115
Panthers,7,14,0,7,28,Texans,0,0,6,7,13,201115
Lions,7,7,0,14,28,Raiders,7,10,0,10,27,201115
Patriots,7,20,7,7,41,Broncos,13,3,0,7,23,201115
Jets,0,13,0,6,19,Eagles,14,14,10,7,45,201115
Browns,7,3,7,0,0,17,Cardinals,0,7,0,10,3,20,201115
Ravens,0,7,0,7,14,Chargers,7,10,14,3,34,201115
Steelers,0,0,3,0,3,49ers,3,3,7,7,20,201115
Texans,10,0,3,3,16,Colts,3,3,3,10,19,201116
Broncos,7,0,7,0,14,Bills,0,17,6,17,40,201116
Cardinals,0,0,0,16,16,Bengals,10,10,3,0,23,201116
Jaguars,7,3,0,7,17,Titans,10,7,3,3,23,201116
Raiders,3,0,7,3,3,16,Chiefs,3,0,3,7,0,13,201116
Dolphins,3,14,0,7,24,Patriots,0,0,17,10,27,201116
Giants,0,10,7,12,29,Jets,7,0,0,7,14,201116
Rams,0,0,0,0,0,Steelers,3,7,3,14,27,201116
Vikings,3,7,13,10,33,Redskins,0,10,10,6,26,201116
Buccaneers,0,10,0,6,16,Panthers,10,10,21,7,48,201116
Browns,0,0,7,7,14,Ravens,10,7,3,0,20,201116
Chargers,0,0,10,0,10,Lions,10,14,7,7,38,201116
Eagles,7,7,3,3,20,Cowboys,0,0,0,7,7,201116
49ers,0,3,10,6,19,Seahawks,7,3,0,7,17,201116
Bears,0,3,7,11,21,Packers,7,7,14,7,35,201116
Falcons,10,0,3,3,16,Saints,7,14,10,14,45,201116
Lions,9,10,15,7,41,Packers,10,14,7,14,45,201117
49ers,7,13,7,7,34,Rams,7,0,3,17,27,201117
Jets,7,3,0,7,17,Dolphins,3,3,0,13,19,201117
Bears,0,14,0,3,17,Vikings,10,3,0,0,13,201117
Bills,21,0,0,0,21,Patriots,0,14,14,21,49,201117
Panthers,7,10,0,0,17,Saints,14,10,14,7,45,201117
Redskins,0,0,7,3,10,Eagles,3,7,3,21,34,201117
Colts,0,3,3,7,13,Jaguars,7,3,6,3,19,201117
Titans,0,13,3,7,23,Texans,7,3,3,9,22,201117
Buccaneers,0,7,11,6,24,Falcons,21,21,0,3,45,201117
Ravens,10,7,0,7,24,Bengals,3,0,7,6,16,201117
Steelers,0,3,10,0,13,Browns,0,6,3,0,9,201117
Chiefs,7,0,0,0,7,Broncos,0,0,3,0,3,201117
Chargers,7,17,7,7,38,Raiders,7,6,6,7,26,201117
Seahawks,0,3,7,10,0,20,Cardinals,7,3,7,3,3,23,201117
Cowboys,0,0,7,7,14,Giants,7,14,0,10,31,201117
Bengals,7,3,0,0,10,Texans,7,10,7,7,31,201118
Lions,7,7,7,7,28,Saints,0,10,14,21,45,201118
Falcons,0,2,0,0,2,Giants,0,7,10,7,24,201118
Steelers,6,0,7,10,0,23,Broncos,0,20,0,3,6,29,201118
Saints,0,14,0,18,32,49ers,14,3,3,16,36,201119
Broncos,0,7,3,0,10,Patriots,14,21,7,3,45,201119
Texans,3,10,0,0,13,Ravens,17,0,0,3,20,201119
Giants,10,10,0,17,37,Packers,3,7,3,7,20,201119
Ravens,0,10,10,0,20,Patriots,3,10,3,7,23,201120
Giants,0,10,0,7,3,20,49ers,7,0,7,3,0,17,201120
Giants,9,0,6,6,21,Patriots,0,10,7,0,17,201122
Cowboys,0,7,10,7,24,Giants,0,3,7,7,17,201201
Colts,7,7,0,7,21,Bears,7,17,10,7,41,201201
Eagles,0,10,0,7,17,Browns,3,0,3,10,16,201201
Rams,3,10,0,10,23,Lions,0,10,3,14,27,201201
Patriots,7,14,7,6,34,Titans,3,0,7,3,13,201201
Falcons,10,10,14,6,40,Chiefs,3,14,0,7,24,201201
Jaguars,3,6,3,11,0,23,Vikings,0,7,7,9,3,26,201201
Redskins,10,10,10,10,40,Saints,7,7,3,15,32,201201
Bills,0,7,7,14,28,Jets,7,20,14,7,48,201201
Dolphins,3,0,7,0,10,Texans,0,24,3,3,30,201201
49ers,3,13,7,7,30,Packers,0,7,0,15,22,201201
Seahawks,3,0,10,3,16,Cardinals,3,7,3,7,20,201201
Panthers,0,0,7,3,10,Buccaneers,10,3,0,3,16,201201
Steelers,0,10,3,6,19,Broncos,0,7,7,17,31,201201
Bengals,0,10,3,0,13,Ravens,10,7,17,10,44,201201
Chargers,3,7,6,6,22,Raiders,3,3,0,8,14,201201
Bears,0,0,3,7,10,Packers,0,13,0,10,23,201202
Chiefs,0,0,3,14,17,Bills,7,14,14,0,35,201202
Browns,3,7,7,10,27,Bengals,7,10,7,10,34,201202
Vikings,3,3,0,14,20,Colts,7,10,3,3,23,201202
Raiders,7,3,0,3,13,Dolphins,7,0,14,14,35,201202
Cardinals,6,0,7,7,20,Patriots,3,3,3,9,18,201202
Buccaneers,3,21,3,7,34,Giants,6,7,3,25,41,201202
Ravens,7,10,0,6,23,Eagles,7,0,10,7,24,201202
Saints,10,3,0,14,27,Panthers,7,14,7,7,35,201202
Texans,10,7,7,3,27,Jaguars,0,0,7,0,7,201202
Redskins,14,7,7,0,28,Rams,3,13,7,8,31,201202
Cowboys,0,7,0,0,7,Seahawks,10,3,7,7,27,201202
Jets,7,3,0,0,10,Steelers,3,10,7,7,27,201202
Titans,0,3,7,0,10,Chargers,14,3,7,14,38,201202
Lions,6,0,3,10,19,49ers,7,7,3,10,27,201202
Broncos,0,7,0,14,21,Falcons,10,10,7,0,27,201202
Giants,10,10,6,10,36,Panthers,0,0,7,0,7,201203
Rams,0,3,3,0,6,Bears,3,7,0,13,23,201203
Bills,14,0,3,7,24,Browns,0,7,7,0,14,201203
Buccaneers,7,0,0,3,10,Cowboys,7,3,0,6,16,201203
Lions,6,3,7,25,0,41,Titans,10,10,0,21,3,44,201203
Jaguars,3,0,10,9,22,Colts,7,7,0,3,17,201203
Jets,0,3,7,10,3,23,Dolphins,7,3,7,3,0,20,201203
49ers,0,3,10,0,13,Vikings,7,10,0,7,24,201203
Chiefs,3,3,7,11,3,27,Saints,7,3,14,0,0,24,201203
Bengals,14,10,0,14,38,Redskins,7,3,14,7,31,201203
Eagles,0,0,6,0,6,Cardinals,10,14,0,3,27,201203
Falcons,6,14,0,7,27,Chargers,0,0,3,0,3,201203
Texans,7,14,10,0,31,Broncos,5,6,0,14,25,201203
Steelers,14,3,14,0,31,Raiders,7,7,7,13,34,201203
Patriots,13,7,7,3,30,Ravens,0,14,7,10,31,201203
Packers,0,0,6,6,12,Seahawks,0,7,0,7,14,201203
Browns,0,7,3,6,16,Ravens,0,9,14,0,23,201204
Panthers,7,7,7,7,28,Falcons,7,10,7,6,30,201204
Patriots,7,0,14,31,52,Bills,0,14,7,7,28,201204
Vikings,10,3,7,0,20,Lions,3,3,0,7,13,201204
Chargers,17,10,0,10,37,Chiefs,0,6,7,7,20,201204
Seahawks,7,0,3,3,13,Rams,3,10,3,3,19,201204
49ers,0,10,7,17,34,Jets,0,0,0,0,0,201204
Titans,0,7,0,7,14,Texans,14,0,14,10,38,201204
Raiders,3,3,0,0,6,Broncos,10,0,21,6,37,201204
Dolphins,0,13,0,8,0,21,Cardinals,0,0,7,14,3,24,201204
Bengals,3,14,0,10,27,Jaguars,0,7,3,0,10,201204
Saints,7,7,10,3,27,Packers,7,14,0,7,28,201204
Redskins,7,14,0,3,24,Buccaneers,3,3,7,9,22,201204
Giants,0,3,7,7,17,Eagles,0,7,6,6,19,201204
Bears,0,10,14,10,34,Cowboys,0,7,3,8,18,201204
Cardinals,3,0,0,0,3,Rams,7,3,0,7,17,201205
Dolphins,0,7,10,0,17,Bengals,6,0,0,7,13,201205
Packers,7,14,0,6,27,Colts,0,3,16,11,30,201205
Ravens,3,0,6,0,9,Chiefs,0,3,0,3,6,201205
Browns,14,3,3,7,27,Giants,7,20,7,7,41,201205
Eagles,0,0,7,7,14,Steelers,0,10,0,6,16,201205
Falcons,0,7,0,17,24,Redskins,0,7,3,7,17,201205
Seahawks,3,3,7,3,16,Panthers,0,3,7,2,12,201205
Bears,3,0,10,28,41,Jaguars,0,3,0,0,3,201205
Titans,0,0,0,7,7,Vikings,7,6,10,7,30,201205
Broncos,0,7,7,7,21,Patriots,7,10,14,0,31,201205
Bills,0,3,0,0,3,49ers,3,14,7,21,45,201205
Chargers,7,10,7,0,24,Saints,7,7,7,10,31,201205
Texans,7,10,6,0,23,Jets,7,0,7,3,17,201205
Steelers,10,0,3,10,23,Titans,6,10,0,10,26,201206
Raiders,3,10,0,7,20,Falcons,0,7,6,10,23,201206
Bengals,7,7,0,10,24,Browns,0,7,6,21,34,201206
Rams,6,0,0,8,14,Dolphins,0,10,7,0,17,201206
Colts,3,3,0,3,9,Jets,0,21,7,7,35,201206
Lions,6,0,0,17,3,26,Eagles,0,7,6,10,0,23,201206
Chiefs,0,3,0,7,10,Buccaneers,7,0,14,17,38,201206
Cowboys,7,3,10,9,29,Ravens,3,14,7,7,31,201206
Bills,9,0,7,0,3,19,Cardinals,3,7,3,3,0,16,201206
Patriots,7,10,3,3,23,Seahawks,10,0,0,14,24,201206
Giants,0,10,13,3,26,49ers,3,0,0,0,3,201206
Vikings,9,0,3,14,26,Redskins,0,17,7,14,38,201206
Packers,14,7,7,14,42,Texans,0,10,7,7,24,201206
Broncos,0,0,14,21,35,Chargers,10,14,0,0,24,201206
Seahawks,3,3,0,0,6,49ers,3,0,7,3,13,201207
Titans,14,7,7,7,35,Bills,14,6,14,0,34,201207
Browns,0,6,7,0,13,Colts,7,7,3,0,17,201207
Packers,10,0,7,13,30,Rams,3,3,0,14,20,201207
Cardinals,0,7,0,7,14,Vikings,7,7,7,0,21,201207
Redskins,3,10,0,10,23,Giants,0,13,0,14,27,201207
Saints,7,21,0,7,35,Buccaneers,14,7,0,7,28,201207
Cowboys,0,3,10,6,19,Panthers,0,7,0,7,14,201207
Ravens,3,0,7,3,13,Texans,9,20,7,7,43,201207
Jaguars,7,10,3,3,0,23,Raiders,3,3,7,10,3,26,201207
Jets,7,3,3,13,0,26,Patriots,14,2,7,3,3,29,201207
Steelers,3,11,3,7,24,Bengals,7,7,3,0,17,201207
Lions,0,0,0,7,7,Bears,10,0,3,0,13,201207
Buccaneers,10,10,10,6,36,Vikings,0,10,7,0,17,201208
Panthers,3,10,6,3,22,Bears,7,0,0,16,23,201208
Chargers,0,3,3,0,6,Browns,7,0,0,0,7,201208
Seahawks,3,14,0,7,24,Lions,7,7,0,14,28,201208
Jaguars,3,9,0,3,15,Packers,7,7,0,10,24,201208
Colts,3,0,3,7,6,19,Titans,3,7,0,3,0,13,201208
Patriots,7,21,10,7,45,Rams,7,0,0,0,7,201208
Dolphins,10,10,7,3,30,Jets,0,0,3,6,9,201208
Falcons,14,10,3,3,30,Eagles,0,7,3,7,17,201208
Redskins,0,6,3,3,12,Steelers,10,10,7,0,27,201208
Raiders,3,10,10,3,26,Chiefs,0,6,3,7,16,201208
Giants,13,10,0,6,29,Cowboys,0,10,14,0,24,201208
Saints,0,7,0,7,14,Broncos,7,10,7,10,34,201208
49ers,7,10,7,0,24,Cardinals,0,0,3,0,3,201208
Chiefs,0,3,3,7,13,Chargers,7,3,0,21,31,201209
Broncos,3,7,7,14,31,Bengals,0,3,10,10,23,201209
Ravens,14,0,0,11,25,Browns,0,9,3,3,15,201209
Cardinals,0,7,10,0,17,Packers,7,14,10,0,31,201209
Bears,28,3,6,14,51,Titans,2,3,7,8,20,201209
Dolphins,3,14,0,3,20,Colts,7,6,7,3,23,201209
Panthers,7,7,0,7,21,Redskins,3,0,3,7,13,201209
Lions,0,21,0,10,31,Jaguars,0,0,0,14,14,201209
Bills,0,6,3,0,9,Texans,7,0,7,7,21,201209
Buccaneers,0,7,21,14,42,Raiders,3,7,0,22,32,201209
Vikings,7,10,3,0,20,Seahawks,14,6,7,3,30,201209
Steelers,0,10,0,14,24,Giants,0,14,6,0,20,201209
Cowboys,6,0,0,7,13,Falcons,0,6,0,13,19,201209
Eagles,0,3,10,0,13,Saints,7,14,7,0,28,201209
Colts,3,14,7,3,27,Jaguars,0,3,0,7,10,201210
Giants,3,3,0,7,13,Bengals,14,3,14,0,31,201210
Titans,14,10,7,6,37,Dolphins,0,3,0,0,3,201210
Lions,0,3,7,14,24,Vikings,10,3,3,18,34,201210
Bills,0,17,7,7,31,Patriots,10,14,7,6,37,201210
Falcons,10,7,0,10,27,Saints,7,14,7,3,31,201210
Chargers,14,7,0,3,24,Buccaneers,7,10,7,10,34,201210
Broncos,7,10,7,12,36,Panthers,7,0,0,7,14,201210
Raiders,0,10,7,3,20,Ravens,10,17,21,7,55,201210
Jets,7,0,0,0,7,Seahawks,7,7,0,14,28,201210
Cowboys,7,3,7,21,38,Eagles,7,0,10,6,23,201210
Rams,14,0,3,7,0,24,49ers,0,7,0,17,0,24,201210
Texans,3,7,0,3,13,Bears,0,3,3,0,6,201210
Chiefs,7,3,0,3,0,13,Steelers,0,10,0,3,3,16,201210
Dolphins,7,0,0,7,14,Bills,13,6,0,0,19,201211
Cardinals,13,3,0,3,19,Falcons,0,16,0,7,23,201211
Browns,7,6,0,7,0,20,Cowboys,0,0,3,17,3,23,201211
Packers,0,7,7,10,24,Lions,3,7,7,3,20,201211
Bengals,7,14,0,7,28,Chiefs,3,3,0,0,6,201211
Jets,3,10,0,14,27,Rams,7,0,0,6,13,201211
Eagles,0,3,3,0,6,Redskins,7,10,7,7,31,201211
Buccaneers,10,0,0,11,6,27,Panthers,7,7,0,7,0,21,201211
Jaguars,7,10,10,7,3,37,Texans,7,10,3,14,9,43,201211
Saints,14,7,14,3,38,Raiders,0,7,3,7,17,201211
Chargers,7,0,9,7,23,Broncos,0,17,7,6,30,201211
Colts,14,3,0,7,24,Patriots,7,17,14,21,59,201211
Ravens,10,0,3,0,13,Steelers,7,0,3,0,10,201211
Bears,0,0,7,0,7,49ers,10,10,7,5,32,201211
Texans,0,14,10,7,3,34,Lions,7,14,3,7,0,31,201212
Redskins,0,28,0,10,38,Cowboys,3,0,10,18,31,201212
Patriots,0,35,0,14,49,Jets,0,3,9,7,19,201212
Vikings,3,0,7,0,10,Bears,10,15,3,0,28,201212
Raiders,0,0,10,0,10,Bengals,14,10,0,10,34,201212
Steelers,7,7,0,0,14,Browns,3,10,7,0,20,201212
Bills,3,3,0,7,13,Colts,7,6,7,0,20,201212
Broncos,0,7,7,3,17,Chiefs,6,0,3,0,9,201212
Seahawks,0,7,7,7,21,Dolphins,0,7,0,17,24,201212
Falcons,3,7,7,7,24,Buccaneers,7,3,3,10,23,201212
Titans,3,3,3,10,19,Jaguars,7,0,7,10,24,201212
Ravens,0,0,3,10,3,16,Chargers,0,10,0,3,0,13,201212
49ers,7,7,14,3,31,Saints,7,7,7,0,21,201212
Rams,0,14,14,3,31,Cardinals,7,10,0,0,17,201212
Packers,7,3,0,0,10,Giants,17,14,7,0,38,201212
Panthers,14,0,7,9,30,Eagles,3,12,7,0,22,201212
Saints,0,7,6,0,13,Falcons,7,10,0,6,23,201213
Jaguars,0,10,0,8,18,Bills,7,10,10,7,34,201213
Seahawks,0,10,0,7,6,23,Bears,7,0,7,3,0,17,201213
Colts,7,7,7,14,35,Lions,10,13,7,3,33,201213
Vikings,0,14,0,0,14,Packers,10,0,10,3,23,201213
Texans,14,7,3,0,24,Titans,3,0,7,0,10,201213
Panthers,7,7,0,7,21,Chiefs,10,7,7,3,27,201213
49ers,7,0,0,6,0,13,Rams,0,0,2,11,3,16,201213
Patriots,7,10,0,6,23,Dolphins,3,7,0,6,16,201213
Cardinals,0,3,0,3,6,Jets,0,0,0,7,7,201213
Buccaneers,10,0,0,13,23,Broncos,7,0,21,3,31,201213
Browns,0,10,3,7,20,Raiders,0,3,7,7,17,201213
Bengals,7,3,0,10,20,Chargers,0,13,0,0,13,201213
Steelers,3,3,7,10,23,Ravens,0,13,7,0,20,201213
Eagles,7,10,7,9,33,Cowboys,0,10,7,21,38,201213
Giants,3,10,3,0,16,Redskins,7,3,0,7,17,201213
Broncos,10,3,13,0,26,Raiders,0,7,0,6,13,201214
Rams,0,0,7,8,15,Bills,3,3,6,0,12,201214
Cowboys,3,7,0,10,20,Bengals,10,3,6,0,19,201214
Chiefs,7,0,0,0,7,Browns,3,7,10,10,30,201214
Titans,7,13,0,3,23,Colts,7,0,14,6,27,201214
Bears,0,7,0,7,14,Vikings,14,0,7,0,21,201214
Chargers,3,10,14,7,34,Steelers,0,3,7,14,24,201214
Eagles,0,10,0,13,23,Buccaneers,0,0,7,14,21,201214
Ravens,7,14,0,7,0,28,Redskins,14,0,6,8,3,31,201214
Falcons,0,0,7,13,20,Panthers,7,9,7,7,30,201214
Jets,0,0,10,7,17,Jaguars,0,3,0,7,10,201214
Dolphins,0,3,3,7,13,49ers,0,6,7,14,27,201214
Saints,7,6,14,0,27,Giants,14,7,14,17,52,201214
Cardinals,0,0,0,0,0,Seahawks,10,28,13,7,58,201214
Lions,7,7,3,3,20,Packers,0,10,7,10,27,201214
Texans,0,0,7,7,14,Patriots,14,7,7,14,42,201214
Bengals,10,0,14,10,34,Eagles,0,13,0,0,13,201215
Giants,0,0,0,0,0,Falcons,14,3,10,7,34,201215
Packers,0,14,7,0,21,Bears,0,7,3,3,13,201215
Redskins,7,3,14,14,38,Browns,7,7,0,7,21,201215
Vikings,7,23,3,3,36,Rams,0,7,0,15,22,201215
Jaguars,3,0,0,0,3,Dolphins,3,7,6,8,24,201215
Buccaneers,0,0,0,0,0,Saints,7,17,7,10,41,201215
Broncos,3,14,14,3,34,Ravens,0,0,3,14,17,201215
Colts,0,10,7,0,17,Texans,10,10,3,6,29,201215
Seahawks,14,17,16,3,50,Bills,7,10,0,0,17,201215
Lions,0,7,3,0,10,Cardinals,0,21,3,14,38,201215
Panthers,21,3,7,0,31,Chargers,0,0,0,7,7,201215
Steelers,0,10,7,7,0,24,Cowboys,3,7,7,7,3,27,201215
Chiefs,0,0,0,0,0,Raiders,3,6,3,3,15,201215
49ers,7,10,14,10,41,Patriots,0,3,7,24,34,201215
Jets,3,0,7,0,10,Titans,0,7,7,0,14,201215
Falcons,7,14,0,10,31,Lions,3,3,7,5,18,201216
Saints,7,10,7,7,3,34,Cowboys,0,14,3,14,0,31,201216
Titans,0,0,0,7,7,Packers,14,6,14,21,55,201216
Colts,7,6,0,7,20,Chiefs,3,0,10,0,13,201216
Bills,0,3,0,7,10,Dolphins,7,7,10,0,24,201216
Chargers,7,3,14,3,27,Jets,14,0,0,3,17,201216
Redskins,0,13,14,0,27,Eagles,7,3,3,7,20,201216
Bengals,7,3,0,3,13,Steelers,0,7,3,0,10,201216
Rams,0,14,14,0,28,Buccaneers,3,3,7,0,13,201216
Raiders,0,3,0,3,6,Panthers,7,7,0,3,17,201216
Patriots,3,10,3,7,23,Jaguars,10,3,0,3,16,201216
Vikings,7,6,3,7,23,Texans,3,0,3,0,6,201216
Browns,3,0,3,6,12,Broncos,7,7,7,13,34,201216
Bears,7,14,7,0,28,Cardinals,3,3,0,7,13,201216
Giants,7,0,0,7,14,Ravens,14,10,3,6,33,201216
49ers,0,6,0,7,13,Seahawks,14,14,7,7,42,201216
Buccaneers,3,10,9,0,22,Falcons,3,0,7,7,17,201217
Jets,3,6,0,0,9,Bills,7,7,0,14,28,201217
Ravens,7,0,0,10,17,Bengals,0,7,6,10,23,201217
Bears,10,10,3,3,26,Lions,3,7,7,7,24,201217
Jaguars,7,7,0,6,20,Titans,7,14,14,3,38,201217
Texans,3,3,10,0,16,Colts,7,7,7,7,28,201217
Panthers,3,10,14,17,44,Saints,0,17,7,14,38,201217
Eagles,0,7,0,0,7,Giants,21,14,0,7,42,201217
Browns,0,3,7,0,10,Steelers,0,10,7,7,24,201217
Chiefs,0,3,0,0,3,Broncos,7,14,14,3,38,201217
Packers,0,10,14,10,34,Vikings,10,10,7,10,37,201217
Dolphins,0,0,0,0,0,Patriots,7,14,0,7,28,201217
Raiders,0,7,0,14,21,Chargers,10,7,7,0,24,201217
Cardinals,3,3,0,7,13,49ers,0,7,10,10,27,201217
Rams,0,7,3,3,13,Seahawks,0,3,10,7,20,201217
Cowboys,0,7,0,11,18,Redskins,0,7,7,14,28,201217
Bengals,0,7,3,3,13,Texans,3,6,7,3,19,201218
Vikings,3,0,0,7,10,Packers,7,10,7,0,24,201218
Colts,0,6,3,0,9,Ravens,0,10,7,7,24,201218
Seahawks,0,13,0,11,24,Redskins,14,0,0,0,14,201218
Ravens,14,7,7,7,3,38,Broncos,14,7,7,7,0,35,201219
Packers,14,7,3,7,31,49ers,7,17,7,14,45,201219
Seahawks,0,0,7,21,28,Falcons,10,10,7,3,30,201219
Texans,3,10,0,15,28,Patriots,7,10,14,10,41,201219
49ers,0,14,7,7,28,Falcons,10,14,0,0,24,201220
Ravens,0,7,7,14,28,Patriots,3,10,0,0,13,201220
Ravens,7,14,7,6,34,49ers,3,3,17,8,31,201222
Ravens,7,10,0,10,27,Broncos,0,14,21,14,49,201301
Patriots,10,7,0,6,23,Bills,0,14,7,0,21,201301
Bengals,7,7,7,0,21,Bears,7,3,7,7,24,201301
Dolphins,3,3,7,10,23,Browns,0,7,3,0,10,201301
Vikings,7,7,10,0,24,Lions,3,10,14,7,34,201301
Raiders,0,7,3,7,17,Colts,7,7,0,7,21,201301
Falcons,10,0,7,0,17,Saints,0,13,7,3,23,201301
Buccaneers,7,7,0,3,17,Jets,2,10,0,6,18,201301
Titans,0,7,3,6,16,Steelers,2,0,0,7,9,201301
Seahawks,0,3,3,6,12,Panthers,0,7,0,0,7,201301
Chiefs,14,7,0,7,28,Jaguars,2,0,0,0,2,201301
Cardinals,0,10,14,0,24,Rams,0,10,3,14,27,201301
Packers,7,7,7,7,28,49ers,7,7,7,13,34,201301
Giants,3,7,7,14,31,Cowboys,3,10,14,9,36,201301
Eagles,12,14,7,0,33,Redskins,7,0,7,13,27,201301
Texans,7,0,7,17,31,Chargers,7,14,7,0,28,201301
Jets,3,0,7,0,10,Patriots,10,3,0,0,13,201302
Rams,0,3,7,14,24,Falcons,14,10,0,7,31,201302
Panthers,0,7,7,9,23,Bills,0,3,11,10,24,201302
Vikings,7,14,3,6,30,Bears,14,10,0,7,31,201302
Redskins,0,0,7,13,20,Packers,10,14,14,0,38,201302
Dolphins,14,3,7,0,24,Colts,3,14,3,0,20,201302
Cowboys,10,0,3,3,16,Chiefs,7,0,7,3,17,201302
Chargers,3,10,7,13,33,Eagles,3,7,10,10,30,201302
Browns,3,3,0,0,6,Ravens,0,0,7,7,14,201302
Titans,7,3,0,14,0,24,Texans,7,0,7,10,6,30,201302
Lions,0,14,7,0,21,Cardinals,0,10,6,9,25,201302
Saints,10,0,3,3,16,Buccaneers,7,0,0,7,14,201302
Jaguars,0,3,0,6,9,Raiders,7,3,3,6,19,201302
Broncos,0,10,14,17,41,Giants,3,6,7,7,23,201302
49ers,0,0,3,0,3,Seahawks,0,5,7,17,29,201302
Steelers,3,7,0,0,10,Bengals,7,3,7,3,20,201302
Chiefs,10,6,0,10,26,Eagles,6,0,3,7,16,201303
Packers,0,16,14,0,30,Bengals,14,0,7,13,34,201303
Rams,0,0,7,0,7,Cowboys,10,7,7,7,31,201303
Chargers,7,3,7,0,17,Titans,0,10,0,10,20,201303
Browns,7,17,0,7,31,Vikings,7,10,7,3,27,201303
Buccaneers,3,0,0,0,3,Patriots,0,17,3,3,23,201303
Cardinals,7,0,0,0,7,Saints,7,7,3,14,31,201303
Lions,7,10,0,10,27,Redskins,7,7,3,3,20,201303
Giants,0,0,0,0,0,Panthers,7,10,14,7,38,201303
Texans,3,6,0,0,9,Ravens,0,17,7,6,30,201303
Falcons,7,6,7,3,23,Dolphins,0,10,10,7,27,201303
Bills,0,6,6,8,20,Jets,7,10,3,7,27,201303
Colts,7,3,3,14,27,49ers,7,0,0,0,7,201303
Jaguars,0,0,10,7,17,Seahawks,7,17,14,7,45,201303
Bears,17,7,3,13,40,Steelers,0,10,10,3,23,201303
Raiders,0,7,7,7,21,Broncos,10,17,3,7,37,201303
