Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,AOT3,AOT4,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,HOT3,HOT4,Date,Away_Final,Home_Final,Q1M,Q2M,Q3M,Q4M,FinalMargin,FinalTotal,HomeMargin,Season,OTs,Weekday,TravelDist,Playoffs
Atlanta,34,24,28,26,0,0,0,0,Sacramento,20,36,14,26,0,0,0,0,20121116,112,96,14,2,16,16,16,208,-16,2012,0,4,2082,0
Houston,27,31,21,32,6,0,0,0,Portland,22,29,27,33,8,0,0,0,20121116,117,119,-5,-7,-1,0,2,236,2,2012,1,4,1833,0
Utah,20,23,21,29,0,0,0,0,Philadelphia,30,22,19,28,0,0,0,0,20121116,93,99,10,9,7,6,6,192,6,2012,0,4,1920,0
Oklahoma City,36,30,28,16,0,0,0,0,New Orleans,18,19,30,28,0,0,0,0,20121116,110,95,18,29,27,15,15,205,-15,2012,0,4,576,0
Dallas,24,25,18,16,0,0,0,0,Indiana,24,24,28,27,0,0,0,0,20121116,83,103,0,-1,9,20,20,186,20,2012,0,4,763,0
New York,25,24,18,28,0,0,0,0,Memphis,29,25,31,20,0,0,0,0,20121116,95,105,4,5,18,10,10,200,10,2012,0,4,953,0
Phoenix,30,27,27,18,0,0,0,0,LA Lakers,35,27,30,22,0,0,0,0,20121116,102,114,5,5,8,12,12,216,12,2012,0,4,356,0
Orlando,22,22,27,39,0,0,0,0,Detroit,25,25,25,31,0,0,0,0,20121116,110,106,-3,-6,-4,4,4,216,-4,2012,0,4,957,0
Golden State,22,31,29,24,0,0,0,0,Minnesota,27,23,19,29,0,0,0,0,20121116,106,98,-5,3,13,8,8,204,-8,2012,0,4,1581,0
Miami,23,29,23,22,0,0,0,0,Phoenix,23,29,19,17,0,0,0,0,20121117,97,88,0,0,4,9,9,185,-9,2012,0,5,1978,0
Denver,15,25,28,32,0,0,0,0,San Antonio,33,27,30,36,0,0,0,0,20121117,100,126,18,20,22,26,26,226,26,2012,0,5,802,0
New Orleans,27,31,33,22,0,0,0,0,Milwaukee,25,35,31,26,0,0,0,0,20121117,113,117,-2,2,0,4,4,230,4,2012,0,5,911,0
Utah,15,23,27,18,0,0,0,0,Washington,17,23,23,13,0,0,0,0,20121117,83,76,-2,-2,2,7,7,159,-7,2012,0,5,1841,0
Dallas,24,27,24,28,0,0,0,0,Cleveland,24,28,21,22,0,0,0,0,20121117,103,95,0,-1,2,8,8,198,-8,2012,0,5,1024,0
Memphis,25,22,28,19,0,0,0,0,Charlotte,19,19,22,27,0,0,0,0,20121117,94,87,6,9,15,7,7,181,-7,2012,0,5,519,0
Toronto,17,25,22,25,0,0,0,0,Boston,30,17,32,28,0,0,0,0,20121117,89,107,13,5,15,18,18,196,18,2012,0,5,430,0
Chicago,15,25,21,19,0,0,0,0,LA Clippers,18,35,25,23,0,0,0,0,20121117,80,101,3,13,17,21,21,181,21,2012,0,5,1741,0
Boston,25,18,14,26,0,0,0,0,Detroit,23,25,23,32,0,0,0,0,20121118,83,103,-2,5,14,20,20,186,20,2012,0,6,611,0
Houston,29,31,27,21,0,0,0,0,LA Lakers,40,28,30,21,0,0,0,0,20121118,108,119,11,8,11,11,11,227,11,2012,0,6,1371,0
Indiana,18,12,26,20,0,0,0,0,New York,21,20,27,20,0,0,0,0,20121118,76,88,3,11,12,12,12,164,12,2012,0,6,643,0
Golden State,25,21,27,36,0,0,0,0,Oklahoma City,26,33,35,25,0,0,0,0,20121118,109,119,1,13,21,10,10,228,10,2012,0,6,1386,0
Cleveland,21,21,15,22,0,0,0,0,Philadelphia,19,24,19,24,0,0,0,0,20121118,79,86,-2,1,5,7,7,165,7,2012,0,6,358,0
Chicago,30,13,25,26,0,0,0,0,Portland,23,28,22,29,0,0,0,0,20121118,94,102,-7,8,5,8,8,196,8,2012,0,6,1754,0
Brooklyn,21,33,20,25,0,0,0,0,Sacramento,20,22,23,25,0,0,0,0,20121118,99,90,1,12,9,9,9,189,-9,2012,0,6,2499,0
Orlando,22,19,28,17,0,0,0,0,Toronto,32,17,18,30,0,0,0,0,20121118,86,97,10,8,-2,11,11,183,11,2012,0,6,1048,0
Indiana,28,22,21,25,0,0,0,0,Washington,13,28,26,22,0,0,0,0,20121119,96,89,15,9,4,7,7,185,-7,2012,0,0,490,0
Houston,26,18,26,21,0,0,0,0,Utah,29,32,24,17,0,0,0,0,20121119,91,102,3,17,15,11,11,193,11,2012,0,0,1199,0
LA Clippers,18,29,24,21,0,0,0,0,San Antonio,28,14,21,24,0,0,0,0,20121119,92,87,-10,5,8,5,5,179,-5,2012,0,0,1201,0
Milwaukee,23,31,27,17,0,0,0,0,Charlotte,30,25,22,25,0,0,0,0,20121119,98,102,7,1,-4,4,4,200,4,2012,0,0,658,0
Golden State,23,20,24,23,15,0,0,0,Dallas,20,18,27,25,11,0,0,0,20121119,105,101,3,5,2,0,4,206,-4,2012,1,0,1480,0
Orlando,23,14,12,23,0,0,0,0,Atlanta,21,20,24,16,0,0,0,0,20121119,72,81,-2,4,16,9,9,153,9,2012,0,0,401,0
Denver,27,25,17,28,0,0,0,0,Memphis,26,23,21,22,0,0,0,0,20121119,97,92,1,3,-1,5,5,189,-5,2012,0,0,877,0
Brooklyn,23,34,16,17,0,0,0,0,LA Lakers,29,27,20,19,0,0,0,0,20121120,90,95,6,-1,3,5,5,185,5,2012,0,1,2445,0
New York,29,24,30,19,0,0,0,0,New Orleans,17,31,16,16,0,0,0,0,20121120,102,80,12,5,19,22,22,182,-22,2012,0,1,1168,0
Toronto,29,22,29,18,0,0,0,0,Philadelphia,22,29,22,33,0,0,0,0,20121120,98,106,-7,0,-7,8,8,204,8,2012,0,1,334,0
Milwaukee,15,29,29,25,8,0,0,0,Miami,29,17,25,27,15,0,0,0,20121121,106,113,14,2,-2,0,7,219,7,2012,1,2,1269,0
Portland,25,19,27,16,0,0,0,0,Phoenix,29,28,32,25,0,0,0,0,20121121,87,114,4,13,18,27,27,201,27,2012,0,2,1005,0
Detroit,27,21,8,18,0,0,0,0,Orlando,21,24,26,19,0,0,0,0,20121121,74,90,-6,-3,15,16,16,164,16,2012,0,2,957,0
LA Lakers,21,20,28,28,0,0,0,0,Sacramento,15,27,31,40,0,0,0,0,20121121,97,113,-6,1,4,16,16,210,16,2012,0,2,361,0
Denver,15,29,25,32,0,0,0,0,Minnesota,26,32,15,21,0,0,0,0,20121121,101,94,-11,-14,-4,7,7,195,-7,2012,0,2,698,0
New Orleans,29,18,27,23,10,0,0,0,Indiana,21,22,32,22,18,0,0,0,20121121,107,115,-8,-4,1,0,8,222,8,2012,1,2,713,0
LA Clippers,22,27,20,33,9,0,0,0,Oklahoma City,28,31,17,26,15,0,0,0,20121121,111,117,6,10,7,0,6,228,6,2012,1,2,1178,0
Brooklyn,30,16,20,27,0,0,0,0,Golden State,18,23,33,28,0,0,0,0,20121121,93,102,-12,-5,8,9,9,195,9,2012,0,2,2565,0
