Away,AP1,AP2,AP3,AOT1,Away_Final,Home,HP1,HP2,HP3,HOT1,Home_Final,Date,P1M,P2M,P3M,FinalMargin,FinalTotal,HomeMargin,Season,OT_Flag,Weekday,TravelDist,Playoffs
Flames,0,1,2,0,3,Sharks,2,1,1,0,4,20101113,2,2,1,1,7,1,2010,0,5,1027,0
Hurricanes,0,2,0,0,2,Canadiens,2,3,2,0,7,20101113,2,3,5,5,9,5,2010,0,5,727,0
Avalanche,0,0,1,0,1,Red Wings,1,2,0,0,3,20101113,1,3,2,2,4,2,2010,0,5,1154,0
Capitals,1,0,1,0,2,Sabres,0,2,0,1,3,20101113,-1,1,0,1,5,1,2010,1,5,292,0
Senators,1,0,1,0,2,Bruins,0,0,0,0,0,20101113,1,1,2,2,2,-2,2010,0,5,320,0
Panthers,0,1,1,0,2,Flyers,2,3,0,0,5,20101113,2,4,3,3,7,3,2010,0,5,1021,0
Oilers,0,2,0,0,2,Rangers,1,4,3,0,8,20101114,1,3,6,6,10,6,2010,0,6,2024,0
Wild,3,0,1,0,4,Lightning,1,0,0,0,1,20101114,2,2,3,3,5,-3,2010,0,6,1318,0
Jets,1,3,0,0,4,Capitals,3,1,2,0,6,20101114,2,0,2,2,10,2,2010,0,6,541,0
Ducks,1,0,1,0,2,Blackhawks,1,1,0,1,3,20101114,0,1,0,1,5,1,2010,1,6,1741,0
Kings,1,1,1,0,3,Sharks,2,1,3,0,6,20101115,1,1,3,3,9,3,2010,0,0,305,0
Blues,1,1,1,0,3,Avalanche,3,2,1,0,6,20101115,2,3,3,3,9,3,2010,0,0,794,0
Rangers,0,1,1,1,3,Penguins,0,0,2,0,2,20101115,0,1,0,1,5,-1,2010,1,0,314,0
Senators,1,0,0,0,1,Flyers,2,1,2,0,5,20101115,1,2,4,4,6,4,2010,0,0,373,0
Canucks,0,1,2,0,3,Sabres,2,1,0,1,4,20101115,2,2,0,1,7,1,2010,1,0,2137,0
Devils,0,0,0,0,0,Bruins,1,1,1,0,3,20101115,1,2,3,3,3,3,2010,0,0,196,0
Flyers,0,0,0,0,0,Canadiens,1,1,1,0,3,20101116,1,2,3,3,3,3,2010,0,1,400,0
Predators,3,1,0,0,4,Maple Leafs,1,4,0,0,5,20101116,-2,1,1,1,9,1,2010,0,1,646,0
Ducks,0,1,0,0,1,Stars,1,0,1,0,2,20101116,1,0,1,1,3,1,2010,0,1,1237,0
Blackhawks,2,2,1,0,5,Oilers,0,0,0,0,0,20101117,2,4,5,5,5,-5,2010,0,2,1437,0
Blue Jackets,1,1,3,0,5,Kings,1,1,1,0,3,20101117,0,0,2,2,8,-2,2010,0,2,1973,0
Coyotes,0,2,1,0,3,Flames,0,0,1,0,1,20101117,0,2,2,2,4,-2,2010,0,2,1224,0
Sharks,1,2,0,0,3,Avalanche,1,0,2,1,4,20101117,0,-2,0,1,7,1,2010,1,2,927,0
Ducks,0,1,0,0,1,Wild,0,1,0,1,2,20101117,0,0,0,1,3,1,2010,1,2,1521,0
Blues,1,2,0,0,3,Red Wings,1,2,4,0,7,20101117,0,0,4,4,10,4,2010,0,2,454,0
Lightning,1,1,2,0,4,Islanders,0,1,1,0,2,20101117,1,1,2,2,6,-2,2010,0,2,1004,0
Sabres,0,2,0,0,2,Capitals,2,1,1,0,4,20101117,2,1,2,2,6,2,2010,0,2,292,0
Canucks,0,1,0,0,1,Penguins,1,2,0,0,3,20101117,1,2,2,2,4,2,2010,0,2,2168,0
Bruins,0,2,1,0,3,Rangers,0,1,1,0,2,20101117,0,1,1,1,5,-1,2010,0,2,190,0
Senators,0,0,1,0,1,Hurricanes,4,0,3,0,7,20101117,4,4,6,6,8,6,2010,0,2,673,0
Panthers,0,2,0,0,2,Jets,1,0,0,0,1,20101117,-1,1,1,1,3,-1,2010,0,2,605,0
Panthers,0,0,0,0,0,Bruins,1,0,3,0,4,20101118,1,1,4,4,4,4,2010,0,3,1257,0
Lightning,4,3,1,0,8,Flyers,5,2,0,0,7,20101118,-1,0,1,1,15,-1,2010,0,3,928,0
Devils,0,1,0,0,1,Maple Leafs,0,2,1,0,3,20101118,0,1,2,2,4,2,2010,0,3,333,0
Predators,0,1,2,0,3,Canadiens,0,0,0,0,0,20101118,0,1,3,3,3,-3,2010,0,3,937,0
Sharks,1,2,1,0,4,Stars,2,0,2,1,5,20101118,1,-1,0,1,9,1,2010,1,3,1449,0
Coyotes,0,2,1,1,4,Oilers,1,2,0,0,3,20101119,-1,-1,0,1,7,-1,2010,1,4,1392,0
Blackhawks,1,0,1,0,2,Flames,2,2,3,0,7,20101119,1,3,5,5,9,5,2010,0,4,1397,0
Rangers,0,0,1,0,1,Avalanche,0,4,1,0,5,20101119,0,4,4,4,6,4,2010,0,4,1627,0
Senators,1,0,1,0,2,Blues,0,3,2,0,5,20101119,-1,2,3,3,7,3,2010,0,4,860,0
Blue Jackets,1,3,0,0,4,Ducks,0,2,1,0,3,20101119,1,2,1,1,7,-1,2010,0,4,1973,0
Wild,1,1,1,1,4,Red Wings,0,1,2,0,3,20101119,1,1,0,1,7,-1,2010,1,4,542,0
Hurricanes,2,1,1,0,4,Penguins,2,1,1,1,5,20101119,0,0,0,1,9,1,2010,1,4,330,0
Capitals,0,0,0,0,0,Jets,3,1,1,0,5,20101119,3,4,5,5,5,5,2010,0,4,541,0
Kings,1,1,0,0,2,Sabres,0,2,2,0,4,20101119,-1,0,2,2,6,2,2010,0,4,2193,0
Kings,2,1,0,1,4,Bruins,0,2,1,0,3,20101120,2,1,0,1,7,-1,2010,1,5,2590,0
Lightning,1,1,0,0,2,Sabres,1,0,0,0,1,20101120,0,1,1,1,3,-1,2010,0,5,1051,0
Predators,0,1,0,1,2,Hurricanes,1,0,0,0,1,20101120,-1,0,0,1,3,-1,2010,1,5,456,0
Maple Leafs,0,0,0,0,0,Canadiens,0,1,1,0,2,20101120,0,1,2,2,2,2,2010,0,5,303,0
Panthers,0,4,0,0,4,Islanders,1,0,0,0,1,20101120,-1,3,3,3,5,-3,2010,0,5,1091,0
Flyers,0,2,2,1,5,Capitals,1,0,3,0,4,20101120,-1,1,0,1,9,-1,2010,1,5,123,0
Avalanche,1,2,0,1,4,Stars,0,2,1,0,3,20101120,1,1,0,1,7,-1,2010,1,5,661,0
Devils,1,1,0,0,2,Blues,1,1,1,0,3,20101120,0,0,1,1,5,1,2010,0,5,863,0
Rangers,0,3,2,0,5,Wild,0,0,2,0,2,20101120,0,3,3,3,7,-3,2010,0,5,1016,0
Blackhawks,0,4,3,0,7,Canucks,0,0,1,0,1,20101120,0,4,6,6,8,-6,2010,0,5,1775,0
Blue Jackets,1,1,1,0,3,Sharks,0,0,0,0,0,20101120,1,2,3,3,3,-3,2010,0,5,2090,0
Oilers,0,2,2,0,4,Ducks,0,2,0,0,2,20101121,0,0,2,2,6,-2,2010,0,6,1368,0
Coyotes,0,2,1,0,3,Canucks,0,2,0,0,2,20101121,0,0,1,1,5,-1,2010,0,6,1228,0
Flames,1,2,1,0,4,Red Wings,1,0,3,1,5,20101121,0,-2,0,1,9,1,2010,1,6,1573,0
Islanders,0,1,0,0,1,Jets,0,0,1,1,2,20101121,0,-1,0,1,3,1,2010,1,6,745,0
Penguins,2,0,1,0,3,Panthers,1,1,0,0,2,20101122,1,0,1,1,5,-1,2010,0,0,1013,0
Kings,1,1,0,0,2,Senators,1,1,1,0,3,20101122,0,0,1,1,5,1,2010,0,0,2345,0
Predators,0,0,0,0,0,Blue Jackets,1,1,0,0,2,20101122,1,2,2,2,2,2,2010,0,0,333,0
Bruins,0,0,1,0,1,Lightning,0,3,0,0,3,20101122,0,3,2,2,4,2,2010,0,0,1183,0
Canadiens,2,0,0,0,2,Flyers,0,1,2,0,3,20101122,-2,-1,1,1,5,1,2010,0,0,400,0
Flames,0,1,0,0,1,Rangers,0,2,0,0,2,20101122,0,1,1,1,3,1,2010,0,0,2023,0
Capitals,0,0,0,0,0,Devils,3,2,0,0,5,20101122,3,5,5,5,5,5,2010,0,0,198,0
Stars,0,1,0,0,1,Maple Leafs,1,2,1,0,4,20101122,1,2,3,3,5,3,2010,0,0,1201,0
Oilers,0,0,0,0,0,Coyotes,1,2,2,0,5,20101123,1,3,5,5,5,5,2010,0,1,1392,0
Rangers,0,0,3,0,3,Lightning,2,3,0,0,5,20101124,2,5,2,2,8,2,2010,0,2,1004,0
Blackhawks,0,1,1,0,2,Sharks,1,2,2,0,5,20101124,1,2,3,3,7,3,2010,0,2,1837,0
Avalanche,0,1,1,0,2,Canucks,1,1,2,0,4,20101124,1,1,2,2,6,2,2010,0,2,1105,0
Flyers,2,1,3,0,6,Wild,0,1,0,0,1,20101124,2,2,5,5,7,-5,2010,0,2,983,0
Blues,1,0,0,1,2,Predators,0,1,0,0,1,20101124,1,0,0,1,3,-1,2010,1,2,253,0
Stars,0,1,1,0,2,Senators,0,1,0,0,1,20101124,0,0,1,1,3,-1,2010,0,2,1404,0
Bruins,0,0,3,0,3,Panthers,0,1,0,0,1,20101124,0,-1,2,2,4,-2,2010,0,2,1257,0
Kings,0,1,0,0,1,Canadiens,2,2,0,0,4,20101124,2,3,3,3,5,3,2010,0,2,2448,0
Red Wings,1,0,0,0,1,Jets,2,2,1,0,5,20101124,1,3,4,4,6,4,2010,0,2,597,0
Blue Jackets,2,1,0,1,4,Islanders,1,2,0,0,3,20101124,1,0,0,1,7,-1,2010,1,2,476,0
Capitals,1,1,1,0,3,Hurricanes,0,0,2,0,2,20101124,1,2,1,1,5,-1,2010,0,2,233,0
Penguins,1,0,0,0,1,Sabres,0,0,0,0,0,20101124,1,1,1,1,1,-1,2010,0,2,178,0
Flames,0,0,1,0,1,Devils,1,0,0,1,2,20101124,1,1,0,1,3,1,2010,1,2,2015,0
Avalanche,1,1,0,0,2,Oilers,2,0,1,0,3,20101125,1,0,1,1,5,1,2010,0,3,1036,0
Sharks,1,0,0,0,1,Canucks,1,2,3,0,6,20101126,0,2,5,5,7,5,2010,0,4,821,0
Blues,1,1,0,0,2,Stars,0,1,2,0,3,20101126,-1,-1,1,1,5,1,2010,0,4,547,0
Rangers,1,0,2,0,3,Panthers,0,0,0,0,0,20101126,1,1,3,3,3,-3,2010,0,4,1091,0
Maple Leafs,0,0,1,0,1,Sabres,2,0,1,0,3,20101126,2,2,2,2,4,2,2010,0,4,57,0
Red Wings,0,1,1,0,2,Blue Jackets,0,0,1,0,1,20101126,0,1,1,1,3,-1,2010,0,4,163,0
Lightning,0,0,0,0,0,Capitals,1,4,1,0,6,20101126,1,5,6,6,6,6,2010,0,4,818,0
Canadiens,0,0,0,0,0,Jets,1,2,0,0,3,20101126,1,3,3,3,3,3,2010,0,4,992,0
Predators,0,0,2,0,2,Wild,3,1,1,0,5,20101126,3,4,3,3,7,3,2010,0,4,696,0
Senators,1,0,0,0,1,Penguins,0,1,1,0,2,20101126,-1,0,1,1,3,1,2010,0,4,392,0
Flames,0,1,1,1,3,Flyers,0,2,0,0,2,20101126,0,-1,0,1,5,-1,2010,1,4,2003,0
Devils,0,0,0,0,0,Islanders,1,1,0,0,2,20101126,1,2,2,2,2,2,2010,0,4,8,0
Hurricanes,1,1,1,0,3,Bruins,0,0,0,0,0,20101126,1,2,3,3,3,-3,2010,0,4,609,0
Blackhawks,0,1,3,0,4,Ducks,1,0,0,0,1,20101126,-1,0,3,3,5,-3,2010,0,4,1741,0
Blackhawks,0,1,1,0,2,Kings,0,0,1,0,1,20101127,0,1,1,1,3,-1,2010,0,5,1741,0
Sharks,1,2,1,0,4,Oilers,1,0,2,0,3,20101127,0,2,1,1,7,-1,2010,0,5,1190,0
Wild,2,1,1,0,4,Avalanche,1,4,2,0,7,20101127,-1,2,3,3,11,3,2010,0,5,698,0
Rangers,0,0,1,1,2,Predators,1,0,0,0,1,20101127,-1,-1,0,1,3,-1,2010,1,5,758,0
Ducks,1,2,3,0,6,Coyotes,1,2,1,0,4,20101127,0,0,2,2,10,-2,2010,0,5,356,0
Panthers,0,1,2,1,4,Lightning,1,1,1,0,3,20101127,-1,-1,0,1,7,-1,2010,1,5,205,0
Maple Leafs,0,0,0,0,0,Senators,1,2,0,0,3,20101127,1,3,3,3,3,3,2010,0,5,203,0
Sabres,0,0,1,0,1,Canadiens,1,2,0,0,3,20101127,1,3,2,2,4,2,2010,0,5,311,0
Flames,0,0,1,0,1,Penguins,0,2,2,0,4,20101127,0,2,3,3,5,3,2010,0,5,1777,0
Flyers,0,0,1,0,1,Devils,1,0,0,1,2,20101127,1,1,0,1,3,1,2010,1,5,75,0
Stars,0,0,2,0,2,Blues,0,1,0,0,1,20101127,0,-1,1,1,3,-1,2010,0,5,547,0
Blue Jackets,1,0,1,0,2,Red Wings,0,2,2,0,4,20101128,-1,1,2,2,6,2,2010,0,6,163,0
Hurricanes,0,1,1,0,2,Capitals,2,0,0,1,3,20101128,2,1,0,1,5,1,2010,1,6,233,0
Bruins,0,1,0,0,1,Jets,3,1,0,0,4,20101128,3,3,3,3,5,3,2010,0,6,935,0
Kings,0,0,0,0,0,Ducks,0,1,1,0,2,20101129,0,1,2,2,2,2,2010,0,0,0,0
Wild,0,0,0,0,0,Flames,0,2,1,0,3,20101129,0,2,3,3,3,3,2010,0,0,1043,0
Oilers,0,1,3,0,4,Senators,1,0,0,0,1,20101129,-1,0,3,3,5,-3,2010,0,0,1754,0
Stars,1,2,1,0,4,Hurricanes,0,1,0,0,1,20101129,1,2,3,3,5,-3,2010,0,0,1055,0
Penguins,1,2,0,0,3,Rangers,0,1,0,0,1,20101129,1,2,2,2,4,-2,2010,0,0,314,0
Lightning,0,1,2,1,4,Maple Leafs,1,1,1,0,3,20101130,-1,-1,0,1,7,-1,2010,1,1,1096,0
Blues,1,1,3,0,5,Blackhawks,2,3,2,0,7,20101130,1,3,2,2,12,2,2010,0,1,260,0
Coyotes,0,0,0,0,0,Predators,1,1,1,0,3,20101130,1,2,3,3,3,3,2010,0,1,1442,0
Jets,1,0,1,1,3,Avalanche,0,0,2,0,2,20101130,1,1,0,1,5,-1,2010,1,1,1209,0
Red Wings,2,2,1,0,5,Sharks,1,1,1,0,3,20101130,1,2,2,2,8,-2,2010,0,1,2071,0
Panthers,0,1,2,0,3,Ducks,1,2,2,0,5,20101201,1,2,2,2,8,2,2010,0,2,2335,0
Canucks,2,1,4,0,7,Flames,1,1,0,0,2,20101201,1,1,5,5,9,-5,2010,0,2,426,0
Coyotes,1,1,2,0,4,Wild,0,0,2,0,2,20101201,1,2,2,2,6,-2,2010,0,2,1278,0
Bruins,2,0,1,0,3,Flyers,0,0,0,0,0,20101201,2,2,3,3,3,-3,2010,0,2,270,0
Predators,1,1,1,1,4,Blue Jackets,0,1,2,0,3,20101201,1,1,0,1,7,-1,2010,1,2,333,0
Oilers,1,0,2,1,4,Canadiens,1,2,0,0,3,20101201,0,-2,0,1,7,-1,2010,1,2,1826,0
Capitals,1,1,2,0,4,Blues,0,1,0,0,1,20101201,1,1,3,3,5,-3,2010,0,2,708,0
Sharks,1,1,2,0,4,Senators,0,0,0,0,0,20101202,1,2,4,4,4,-4,2010,0,3,2408,0
Panthers,1,1,0,0,2,Kings,1,0,2,0,3,20101202,0,-1,1,1,5,1,2010,0,3,2335,0
Capitals,0,0,1,0,1,Stars,0,1,1,0,2,20101202,0,1,1,1,3,1,2010,0,3,1181,0
Oilers,1,2,2,0,5,Maple Leafs,0,0,0,0,0,20101202,1,3,5,5,5,-5,2010,0,3,1683,0
Rangers,2,2,2,0,6,Islanders,1,2,2,0,5,20101202,1,1,1,1,11,-1,2010,0,3,0,0
Canadiens,2,3,0,0,5,Devils,0,0,1,0,1,20101202,2,5,4,4,6,-4,2010,0,3,342,0
Lightning,0,1,0,0,1,Bruins,2,2,4,0,8,20101202,2,3,7,7,9,7,2010,0,3,1183,0
Jets,1,1,0,0,2,Penguins,1,2,0,0,3,20101202,0,1,1,1,5,1,2010,0,3,521,0
Avalanche,0,0,1,0,1,Hurricanes,0,0,1,1,2,20101203,0,0,0,1,3,1,2010,1,4,1459,0
Islanders,0,0,0,0,0,Rangers,0,1,1,0,2,20101203,0,1,2,2,2,2,2010,0,4,0,0
Blue Jackets,0,0,0,0,0,Sabres,2,1,2,0,5,20101203,2,3,5,5,5,5,2010,0,4,293,0
Flames,0,1,1,1,3,Wild,0,1,1,0,2,20101203,0,0,0,1,5,-1,2010,1,4,1043,0
Canucks,0,1,2,0,3,Blackhawks,0,0,0,0,0,20101203,0,1,3,3,3,-3,2010,0,4,1775,0
Red Wings,1,2,1,0,4,Ducks,0,0,0,0,0,20101203,1,3,4,4,4,-4,2010,0,4,1979,0
Panthers,0,1,0,1,2,Coyotes,0,1,0,0,1,20101204,0,0,0,1,3,-1,2010,1,5,1978,0
Red Wings,1,1,0,0,2,Kings,0,2,0,1,3,20101204,-1,0,0,1,5,1,2010,1,5,1979,0
Blues,0,0,1,0,1,Oilers,0,0,1,1,2,20101204,0,0,0,1,3,1,2010,1,5,1508,0
Hurricanes,1,1,0,0,2,Predators,3,0,2,0,5,20101204,2,1,3,3,7,3,2010,0,5,456,0
Avalanche,1,1,3,0,5,Lightning,1,3,2,0,6,20101204,0,2,1,1,11,1,2010,0,5,1521,0
Wild,0,1,2,0,3,Stars,1,1,1,1,4,20101204,1,1,0,1,7,1,2010,1,5,863,0
Jets,0,2,1,0,3,Capitals,0,1,0,0,1,20101204,0,1,2,2,4,-2,2010,0,5,541,0
Devils,2,0,1,0,3,Flyers,1,1,3,0,5,20101204,-1,0,2,2,8,2,2010,0,5,75,0
Sharks,1,0,0,0,1,Canadiens,1,1,1,0,3,20101204,0,1,2,2,4,2,2010,0,5,2508,0
Penguins,4,3,0,0,7,Blue Jackets,0,1,1,0,2,20101204,4,6,5,5,9,-5,2010,0,5,161,0
Bruins,1,0,1,0,2,Maple Leafs,1,0,1,1,3,20101204,0,0,0,1,5,1,2010,1,5,430,0
Sabres,0,0,0,1,1,Senators,0,0,0,0,0,20101204,0,0,0,1,1,-1,2010,1,5,219,0
Flyers,1,0,2,0,3,Islanders,0,0,2,0,2,20101205,1,1,1,1,5,-1,2010,0,6,80,0
Senators,0,1,2,0,3,Rangers,0,1,0,0,1,20101205,0,0,2,2,4,-2,2010,0,6,334,0
Coyotes,1,1,1,0,3,Ducks,0,0,0,0,0,20101205,1,2,3,3,3,-3,2010,0,6,356,0
Blues,1,1,1,0,3,Canucks,1,1,0,0,2,20101205,0,0,1,1,5,-1,2010,0,6,1778,0
Flames,2,0,0,0,2,Blackhawks,3,0,1,0,4,20101205,1,1,2,2,6,2,2010,0,6,1397,0
Devils,1,0,0,0,1,Penguins,1,1,0,0,2,20101206,0,1,1,1,3,1,2010,0,0,306,0
Maple Leafs,1,0,3,1,5,Capitals,2,2,0,0,4,20101206,-1,-3,0,1,9,-1,2010,1,0,349,0
Predators,2,0,0,0,2,Jets,0,1,1,1,3,20101206,-2,-1,0,1,5,1,2010,1,0,215,0
Stars,0,1,1,0,2,Blue Jackets,1,0,1,1,3,20101206,1,0,0,1,5,1,2010,1,0,912,0
Sharks,1,3,1,0,5,Red Wings,2,0,0,0,2,20101206,-1,2,3,3,7,-3,2010,0,0,2071,0
Ducks,0,1,1,1,3,Oilers,0,0,2,0,2,20101207,0,1,0,1,5,-1,2010,1,1,1368,0
Lightning,0,2,0,0,2,Flames,2,1,1,0,4,20101207,2,1,2,2,6,2,2010,0,1,2289,0
Avalanche,0,2,1,0,3,Panthers,1,1,1,1,4,20101207,1,0,0,1,7,1,2010,1,1,1724,0
Senators,1,0,0,0,1,Canadiens,1,0,3,0,4,20101207,0,0,3,3,5,3,2010,0,1,104,0
Sabres,0,1,1,0,2,Bruins,1,0,1,1,3,20101207,1,0,0,1,5,1,2010,1,1,399,0
Sharks,1,0,3,1,5,Flyers,0,3,1,0,4,20101208,1,-2,0,1,9,-1,2010,1,2,2499,0
Maple Leafs,0,0,2,0,2,Penguins,1,3,1,0,5,20101208,1,4,3,3,7,3,2010,0,2,222,0
Predators,1,1,1,0,3,Red Wings,0,1,1,0,2,20101208,1,1,1,1,5,-1,2010,0,2,470,0
Stars,0,3,0,0,3,Blackhawks,2,2,1,0,5,20101208,2,1,2,2,8,2,2010,0,2,802,0
Ducks,1,2,1,0,4,Canucks,2,0,2,1,5,20101208,1,-1,0,1,9,1,2010,1,2,1076,0
Flames,0,0,1,0,1,Kings,1,0,1,0,2,20101209,1,1,1,1,3,1,2010,0,3,1197,0
Wild,2,0,1,0,3,Coyotes,1,0,1,0,2,20101209,1,1,1,1,5,-1,2010,0,3,1278,0
Blue Jackets,0,0,1,0,1,Blues,2,1,1,0,4,20101209,2,3,3,3,5,3,2010,0,3,395,0
Rangers,1,1,3,0,5,Senators,1,2,0,0,3,20101209,0,-1,2,2,8,-2,2010,0,3,334,0
Sharks,0,2,1,0,3,Sabres,1,2,3,0,6,20101209,1,1,3,3,9,3,2010,0,3,2279,0
Flyers,2,2,0,0,4,Maple Leafs,0,1,0,0,1,20101209,2,3,3,3,5,-3,2010,0,3,334,0
Islanders,0,1,1,0,2,Bruins,1,1,3,0,5,20101209,1,1,3,3,7,3,2010,0,3,190,0
Panthers,0,1,2,0,3,Capitals,0,0,0,0,0,20101209,0,1,3,3,3,-3,2010,0,3,924,0
Hurricanes,0,1,0,0,1,Stars,1,0,0,1,2,20101210,1,0,0,1,3,1,2010,1,4,1055,0
Lightning,2,0,1,0,3,Oilers,1,2,0,1,4,20101210,-1,1,0,1,7,1,2010,1,4,2367,0
Flames,0,0,2,0,2,Ducks,1,1,0,1,3,20101210,1,2,0,1,5,1,2010,1,4,1197,0
Avalanche,0,2,2,0,4,Jets,1,1,0,0,2,20101210,-1,0,2,2,6,-2,2010,0,4,1209,0
Canadiens,1,0,1,0,2,Red Wings,1,2,1,0,4,20101210,0,2,2,2,6,2,2010,0,4,508,0
Devils,0,2,0,0,2,Senators,1,2,0,0,3,20101210,1,1,1,1,5,1,2010,0,4,330,0
Flyers,0,1,0,1,2,Bruins,0,0,1,0,1,20101211,0,1,0,1,3,-1,2010,1,5,270,0
Penguins,2,0,3,0,5,Sabres,1,0,1,0,2,20101211,1,1,3,3,7,-3,2010,0,5,178,0
Red Wings,2,1,1,0,4,Devils,0,0,1,0,1,20101211,2,3,3,3,5,-3,2010,0,5,471,0
Jets,0,1,4,0,5,Islanders,1,1,2,0,4,20101211,-1,-1,1,1,9,-1,2010,0,5,745,0
Canadiens,0,1,0,0,1,Maple Leafs,2,0,1,0,3,20101211,2,1,2,2,4,2,2010,0,5,303,0
Avalanche,2,1,0,0,3,Capitals,1,0,1,0,2,20101211,1,2,1,1,5,-1,2010,0,5,1489,0
Rangers,0,1,0,0,1,Blue Jackets,0,1,2,0,3,20101211,0,0,2,2,4,2,2010,0,5,476,0
Hurricanes,0,0,1,1,2,Blues,0,0,1,0,1,20101211,0,0,0,1,3,-1,2010,1,5,665,0
Stars,0,1,1,0,2,Coyotes,3,0,2,0,5,20101211,3,2,3,3,7,3,2010,0,5,884,0
Panthers,0,0,0,0,0,Predators,2,0,1,0,3,20101211,2,2,3,3,3,3,2010,0,5,816,0
Wild,1,1,0,1,3,Kings,0,1,1,0,2,20101211,1,1,0,1,5,-1,2010,1,5,1521,0
Blackhawks,1,0,0,0,1,Sharks,1,0,0,1,2,20101211,0,0,0,1,3,1,2010,1,5,1837,0
Lightning,1,3,0,1,5,Canucks,1,1,2,0,4,20101211,0,2,0,1,9,-1,2010,1,5,2598,0
Wild,1,1,0,0,2,Ducks,2,3,1,0,6,20101212,1,3,4,4,8,4,2010,0,6,1521,0
Capitals,0,0,0,0,0,Rangers,1,4,2,0,7,20101212,1,5,7,7,7,7,2010,0,6,204,0
Canucks,1,1,0,0,2,Oilers,0,0,1,0,1,20101212,1,2,1,1,3,-1,2010,0,6,514,0
Kings,1,1,3,0,5,Red Wings,0,0,0,0,0,20101213,1,2,5,5,5,-5,2010,0,0,1979,0
Jets,2,1,0,1,4,Senators,0,1,2,0,3,20101213,2,2,0,1,7,-1,2010,1,0,914,0
Islanders,0,0,0,0,0,Predators,1,2,2,0,5,20101213,1,3,5,5,5,5,2010,0,0,758,0
Blue Jackets,0,1,1,0,2,Flames,2,0,0,1,3,20101213,2,1,0,1,5,1,2010,1,0,1670,0
Blackhawks,3,1,1,0,5,Avalanche,3,1,3,0,7,20101213,0,0,2,2,12,2,2010,0,0,916,0
Stars,1,1,0,1,3,Sharks,0,2,0,0,2,20101213,1,0,0,1,5,-1,2010,1,0,1449,0
Penguins,0,1,1,0,2,Flyers,1,1,1,0,3,20101214,1,1,1,1,5,1,2010,0,1,257,0
Maple Leafs,1,2,1,0,4,Oilers,1,0,0,0,1,20101214,0,2,3,3,5,-3,2010,0,1,1683,0
Jets,1,0,0,0,1,Lightning,0,1,0,1,2,20101215,-1,0,0,1,3,1,2010,1,2,416,0
Blue Jackets,0,1,1,0,2,Canucks,1,1,0,1,3,20101215,1,1,0,1,5,1,2010,1,2,2050,0
Avalanche,1,0,3,0,4,Blackhawks,0,1,2,0,3,20101215,1,0,1,1,7,-1,2010,0,2,916,0
Sharks,1,1,0,0,2,Predators,0,1,2,0,3,20101215,-1,-1,1,1,5,1,2010,0,2,1934,0
Flyers,1,1,3,0,5,Canadiens,0,1,2,0,3,20101215,1,1,2,2,8,-2,2010,0,2,400,0
Hurricanes,0,1,3,0,4,Panthers,3,0,0,0,3,20101215,-3,-2,1,1,7,-1,2010,0,2,696,0
Ducks,0,1,0,1,2,Capitals,1,0,0,0,1,20101215,-1,0,0,1,3,-1,2010,1,2,2294,0
Blues,0,1,1,0,2,Red Wings,0,3,2,0,5,20101215,0,2,3,3,7,3,2010,0,2,454,0
Rangers,0,0,4,0,4,Penguins,1,0,0,0,1,20101215,-1,-1,3,3,5,-3,2010,0,2,314,0
Coyotes,0,0,0,0,0,Devils,2,0,1,0,3,20101215,2,2,3,3,3,3,2010,0,2,2131,0
Bruins,1,0,1,0,2,Sabres,1,0,2,0,3,20101215,0,0,1,1,5,1,2010,0,2,399,0
Ducks,0,1,1,0,2,Islanders,3,0,0,0,3,20101216,3,2,1,1,5,1,2010,0,3,2445,0
Coyotes,2,1,0,0,3,Rangers,1,1,1,1,4,20101216,-1,-1,0,1,7,1,2010,1,3,2139,0
Hurricanes,0,0,2,1,3,Jets,0,2,0,0,2,20101216,0,-2,0,1,5,-1,2010,1,3,354,0
Bruins,1,1,1,0,3,Canadiens,3,1,0,0,4,20101216,2,2,1,1,7,1,2010,0,3,270,0
Kings,1,3,0,0,4,Blues,1,3,2,0,6,20101216,0,0,2,2,10,2,2010,0,3,1586,0
Senators,0,2,1,0,3,Wild,1,0,0,0,1,20101216,-1,1,2,2,4,-2,2010,0,3,838,0
Sharks,1,2,0,1,4,Stars,1,1,1,0,3,20101216,0,1,0,1,7,-1,2010,1,3,1449,0
Maple Leafs,1,0,1,0,2,Flames,1,3,1,0,5,20101216,0,3,3,3,7,3,2010,0,3,1682,0
Blue Jackets,2,0,1,0,3,Oilers,3,3,0,0,6,20101216,1,4,3,3,9,3,2010,0,3,1703,0
Red Wings,1,0,0,0,1,Blackhawks,2,1,1,0,4,20101217,1,2,3,3,5,3,2010,0,4,238,0
Senators,2,1,2,0,5,Avalanche,1,2,2,1,6,20101217,-1,0,0,1,11,1,2010,1,4,1515,0
Predators,1,1,1,0,3,Devils,0,0,1,0,1,20101217,1,2,2,2,4,-2,2010,0,4,750,0
Sabres,0,1,1,0,2,Panthers,4,1,1,0,6,20101217,4,4,4,4,8,4,2010,0,4,1184,0
Wild,0,2,1,0,3,Flames,0,0,1,0,1,20101218,0,2,2,2,4,-2,2010,0,5,1043,0
Kings,4,2,0,0,6,Predators,1,0,0,0,1,20101218,3,5,5,5,7,-5,2010,0,5,1776,0
